Custom SKU,Description,Brand,Manufacturer SKU,UPC,MSRP,Cost
318620-04,"RS CSU LYRK DEB 29"" BST T51 DB",ROCKSHOX,11.4018.090.007,710845817373,474.99,275
318621-01,RS CSU PIKE DEB 275 BST T37 DB,ROCKSHOX,11.4018.008.571,710845806032,287.99,175
318621-02,"RS CSU PIKE DEB 29"" BST T42 DB",ROCKSHOX,11.4018.008.568,710845806001,287.99,175
318621-03,RS CSU PIKE DEB 275 BST T46 DB,ROCKSHOX,11.4018.008.565,710845805974,287.99,175
318621-04,"RS CSU PIKE DEB 29"" BST T51 DB",ROCKSHOX,11.4018.008.562,710845805943,287.99,175
318622-01,RS CSU RVLN DEB 275 BST T46 DB,ROCKSHOX,11.4018.008.579,710845808586,249.99,150
318622-02,"RS CSU RVLN DEB 29"" BST T51 DB",ROCKSHOX,11.4018.008.581,710845808609,249.99,150
318695-01,RS CHARGER BLADDR ASSY - PIKE,ROCKSHOX,11.4018.031.000,710845740022,69.99,38.75
318695-02,RS CHARGER BLADDER - BOXXER B1,ROCKSHOX,11.4018.031.010,710845753558,69.99,38.75
318695-03,RS CHARGER BLADDER - LYRIK B1,ROCKSHOX,11.4018.031.020,710845777318,69.99,38.75
318700-03,RS ALL-TRAVEL SPACER KIT,ROCKSHOX,11.4015.450.000,710845624285,17.99,10
318700-04,RS COIL SPRING ISOLATOR KT (3),ROCKSHOX,11.4309.336.000,710845306242,8.49,5
318705-10,SPRING-BOXXER 06 FIRM,ROCKSHOX,11.4311.487.000,710845308697,49.99,28.75
318705-11,SPRING-BOXXER 06 MEDIUM      *,ROCKSHOX,11.4311.488.000,710845308703,49.99,28.75
318705-12,SPRING-BOXXER 06 SOFT        *,ROCKSHOX,11.4311.489.000,710845308710,49.99,28.75
318705-13,SPRING-BOXXER 06 X-SOFT,ROCKSHOX,11.4311.490.000,710845308727,49.99,28.75
318709-01,RS SPRING - DOMAIN X-SOFT SLVR,ROCKSHOX,11.4015.179.000,710845312564,49.99,28.75
318709-02,RS SPRING - DOMAIN SOFT YELLOW,ROCKSHOX,11.4015.047.000,710845310935,49.99,28.75
318709-03,RS SPRING - DOMAIN MED RED,ROCKSHOX,11.4015.046.000,710845310928,49.99,28.75
318709-04,RS SPRING - DOMAIN FIRM BLUE,ROCKSHOX,11.4015.045.000,710845310911,49.99,28.75
318709-05,RS SPRING - DOMAIN X-FIRM BLK,ROCKSHOX,11.4015.048.000,710845310942,49.99,28.75
318710-06,RS TOPOUT SPRNG ASSY BXR 10-14,ROCKSHOX,11.4015.382.000,710845620584,29.99,17.5
318713-07,RS SPRING - XC28 26 100MM SOFT,ROCKSHOX,11.4018.010.006,710845702938,24.99,15
318713-08,RS SPRING - XC28 26 100MM MED,ROCKSHOX,11.4018.010.007,710845702945,24.99,15
318713-09,RS SPRING - XC28 26 100MM FIRM,ROCKSHOX,11.4018.010.008,710845702952,24.99,15
318713-15,RS SPRING - XC28 29 100MM SOFT,ROCKSHOX,11.4018.010.018,710845703058,24.99,15
318713-16,RS SPRING - XC28 29 100MM MED,ROCKSHOX,11.4018.010.019,710845703065,24.99,15
318713-17,RS SPRING - XC28 29 100MM FIRM,ROCKSHOX,11.4018.010.020,710845703072,24.99,15
318718-01,RS BOTTOM OUT BMPER - BOXR 35*,ROCKSHOX,11.4015.360.000,710845620188,22.99,12.5
318718-02,RS DROP STOP BUMPR - BXXR TM *,ROCKSHOX,11.4015.379.000,710845620522,14.99,8.25
318718-04,RS SPRING SHAFT - BOXXER 10-14,ROCKSHOX,11.4015.381.000,710845620577,69.99,36.25
318718-05,RS SPRING PRELD SPCR BXR RC/TM,ROCKSHOX,11.4015.376.000,710845620492,19.99,11.25
318719-01,RS SPRING - BOXXR 10-14 X-SOFT,ROCKSHOX,11.4015.380.000,710845620539,49.99,30
318719-02,RS SPRING BOXXR 10-14 SOFT,ROCKSHOX,11.4015.380.010,710845620546,49.99,30
318719-03,RS SPRING - BOXXR 10-14 MED,ROCKSHOX,11.4015.380.020,710845620553,49.99,30
318719-04,RS SPRING - BOXXR 10-14 FIRM,ROCKSHOX,11.4015.380.030,710845620560,49.99,30
318719-05,RS SPRING - BOXXR 10-14 X-FIRM,ROCKSHOX,11.4015.380.040,710845626890,49.99,30
318720-02,RS SPRING - LYRIK 170MM X-SFT*,ROCKSHOX,11.4015.422.010,710845624223,47.99,28.75
318720-03,RS SPRING - LYRIK 170MM SOFT *,ROCKSHOX,11.4015.422.020,710845624230,47.99,28.75
318720-04,RS SPRING - LYRIK 170MM MED,ROCKSHOX,11.4015.422.030,710845624247,47.99,28.75
318720-05,RS SPRING - LYRIK 170MM FIRM,ROCKSHOX,11.4015.422.040,710845624254,47.99,28.75
318720-06,RS SPRING - LYRIK 170MM X-FIRM,ROCKSHOX,11.4015.422.050,710845624261,47.99,28.75
318721-03,RS SPRING - RCN 26 100MM SOFT*,ROCKSHOX,11.4015.437.070,710845625497,64.99,36.25
318721-04,RS SPRING - RCN 26 100MM MED *,ROCKSHOX,11.4015.437.080,710845625503,64.99,36.25
318721-05,RS SPRING - RCN 26 100MM FIRM*,ROCKSHOX,11.4015.437.090,710845625510,64.99,36.25
318723-09,RS SPRING - XC30 27 100 SOFT *,ROCKSHOX,11.4018.010.093,710845738340,39.99,22.5
318723-10,RS SPRING - XC30 27 100MM MED*,ROCKSHOX,11.4018.010.094,710845738357,39.99,22.5
318723-11,RS SPRING - XC30 27 100 FIRM *,ROCKSHOX,11.4018.010.095,710845738364,39.99,22.5
318723-15,RS SPRING - XC30 29 100 SOFT *,ROCKSHOX,11.4018.010.027,710845703140,39.99,22.5
318723-16,RS SPRING - XC30 29 100 MED  *,ROCKSHOX,11.4018.010.028,710845703157,39.99,22.5
318723-17,RS SPRING - XC30 29 100 FIRM *,ROCKSHOX,11.4018.010.029,710845703164,39.99,22.5
318797-02,RS AIR SPG - SIDB 29 DA 120 MX,ROCKSHOX,11.4015.546.050,710845680069,104.99,57.5
318801-07,RS AIR SPG - ARGYL SA (STL),ROCKSHOX,11.4015.027.000,710845310737,49.99,30
318801-18,RS AIR SPG - ARGYL SA (ALM),ROCKSHOX,11.4015.468.010,710845649974,49.99,30
318801-21,RS AIR SPG - XC32 26/29 SA100,ROCKSHOX,11.4018.010.032,710845703195,89.99,50
318801-22,RS AIR SPG - XC32 26/29 SA120,ROCKSHOX,11.4018.010.034,710845703218,89.99,50
318801-23,RS AIR SPG RCN-S 26/29 SA120 *,ROCKSHOX,11.4018.010.038,710845703256,99.99,55
318801-25,RS AIR SPG RCN-G 26/29 SA120 *,ROCKSHOX,11.4018.010.042,710845703294,99.99,55
318801-28,RS AIR SPG - SIDB 27/29 SA120,ROCKSHOX,11.4018.010.046,710845703331,104.99,57.5
318801-29,RS AIR SPG - SIDB 27/29 SA100,ROCKSHOX,11.4018.010.120,710845748516,104.99,57.5
318801-32,RS AIR SPG - RVL 26/27 SA 150,ROCKSHOX,11.4018.010.068,710845703553,104.99,57.5
318801-33,RS AIR SPG - RVL 26-29 SA140,ROCKSHOX,11.4018.010.128,710845748592,104.99,57.5
318801-34,RS AIR SPG - RVL 26-29 SA120,ROCKSHOX,11.4018.010.130,710845748615,104.99,57.5
318801-36,RS AIR SPG - RVL 26/27 DPA150*,ROCKSHOX,11.4018.010.067,710845703546,224.99,132.5
318801-37,RS AIR SPG - LYRK SAIR 170   *,ROCKSHOX,11.4018.010.081,710845711824,119.99,67.5
318801-38,RS AIR SPG - SKTR 26-29 SA150,ROCKSHOX,11.4018.010.045,710845703324,89.99,47.5
318801-41,RS AIR SPG - PK SA 27-150    *,ROCKSHOX,11.4018.010.107,710845738487,184.99,100
318801-42,RS AIR SPG - PIKE 27 SAIR 160*,ROCKSHOX,11.4018.010.108,710845738494,184.99,100
318801-44,RS AIR SPG - PIKE 29 SAIR 140*,ROCKSHOX,11.4018.010.110,710845738517,184.99,100
318801-45,RS AIR SPG - PIKE 29 SAIR 150*,ROCKSHOX,11.4018.010.111,710845738524,184.99,100
318801-46,RS AIR SPG - PIKE 29 SAIR 160*,ROCKSHOX,11.4018.010.112,710845738531,184.99,100
318801-48,RS AIR SPG - PK DP 26160/27150,ROCKSHOX,11.4018.010.114,710845738555,249.99,162.5
318801-49,RS AIR SPG - PIKE 27 DPA 160,ROCKSHOX,11.4018.010.115,710845738562,249.99,162.5
318801-50,RS AIR SPG - PIKE 29 DPA 150,ROCKSHOX,11.4018.010.116,710845738579,249.99,162.5
318801-51,RS AIR SPG - PIKE 29 DPA 160,ROCKSHOX,11.4018.010.117,710845738586,249.99,162.5
318801-53,RS AIR SPG - 30GD 27/29 SA100,ROCKSHOX,11.4018.010.102,710845738432,104.99,57.5
318801-54,RS AIR SPG - 30GD 27/29 SA120,ROCKSHOX,11.4018.010.103,710845738449,104.99,57.5
318801-55,RS AIR SPG - BXXR WCUP 11-14 *,ROCKSHOX,11.4015.475.020,710845735165,149.99,82.5
318801-57,RS AIR SPG KT- BXXR WC '15 NEW,ROCKSHOX,00.4018.783.001,710845748424,224.99,137.5
318801-58,RS AIR SPG - RCN-G 26/29 SA100,ROCKSHOX,11.4018.010.040,710845703270,99.99,52.5
318801-59,RS AIR SPG - RCN-S 26/29 SA100,ROCKSHOX,11.4018.010.036,710845703232,99.99,52.5
318801-65,RS AIR SPG - SKT 26-29 SA130A1,ROCKSHOX,11.4018.010.104,710845738456,89.99,47.5
318801-66,RS AIR SPG - SKT 26-29 SA140 *,ROCKSHOX,11.4018.010.044,710845703317,89.99,47.5
318801-67,RS AIR SPG - SKT 26-29 SA140A1,ROCKSHOX,11.4018.010.105,710845738463,89.99,47.5
318801-68,RS AIR SPG - SID (B1) SA100-29,ROCKSHOX,11.4018.010.205,710845793943,184.99,100
318801-70,RS AIR SPG - XC30 27/29 SA100,ROCKSHOX,11.4018.010.097,710845738388,79.99,42.5
318801-75,RS AIR SPG - PIKE DJ 26 SA-100,ROCKSHOX,11.4018.010.146,710845754814,184.99,100
318801-79,RS AIR SPG - PIKE 27 SAIR 120*,ROCKSHOX,11.4018.010.137,710845748684,184.99,100
318801-80,RS AIR SPG - PIKE 27 SAIR 140*,ROCKSHOX,11.4018.010.138,710845748721,184.99,100
318801-81,RS AIR SPG - BLUTO 26 SAIR 100,ROCKSHOX,11.4018.010.141,710845752537,104.99,57.5
318801-82,RS AIR SPG - BLUTO 26 SAIR 120,ROCKSHOX,11.4018.010.143,710845752551,104.99,57.5
318801-84,RS AIR SPG - RS1 29 SAIR 100,ROCKSHOX,11.4018.048.000,710845753220,114.99,62.5
318801-85,RS AIR SPG - RS1 29 SAIR 120,ROCKSHOX,11.4018.048.001,710845753237,114.99,62.5
318801-86,RS AIR SPG - BOXXR 35MM REF SA,ROCKSHOX,11.4015.475.030,710845754432,184.99,100
318806-01,RS SCHRADER VALVE CORE (2),ROCKSHOX,11.4308.327.002,710845303043,11.99,5.75
318819-03,RS SERV KT - SKT/ARGYL RCT,ROCKSHOX,11.4015.502.000,710845652875,37.99,20
318820-01,RS DEBAIR AIR T-CAP 35MM SPLND,ROCKSHOX,11.4018.083.000,710845812453,34.99,18.75
318821-01,RS DEB140 KT PIK29+/YARI '17+*,ROCKSHOX,11.4018.010.248,710845806339,149.99,87.5
318821-02,RS DEB150 KT PIK29+/YARI '17+*,ROCKSHOX,11.4018.010.249,710845806346,149.99,87.5
318821-03,RS DEB160 KT PIK29+/YARI '17+*,ROCKSHOX,11.4018.010.250,710845806353,149.99,87.5
318821-04,RS DEB170 KT LYRK/YARI 2018+ *,ROCKSHOX,11.4018.010.255,710845806476,149.99,87.5
318821-05,RS DEB180 KT LYRK/YARI 2018+ *,ROCKSHOX,11.4018.010.256,710845806483,149.99,87.5
318821-06,RS DEB100 KT PIKE29+/YARI '17+,ROCKSHOX,11.4018.010.244,710845806292,149.99,87.5
318822-01,RS DEB130 KT PIKE 27/29 2018+*,ROCKSHOX,11.4018.010.233,710845806186,149.99,87.5
318822-02,RS DEB140 KT PIKE 27/29 2018+*,ROCKSHOX,11.4018.010.234,710845806193,149.99,87.5
318822-03,RS DEB150 KT PIKE 27/29 2018+*,ROCKSHOX,11.4018.010.235,710845806209,149.99,87.5
318822-04,RS DEB160 KT PIKE 27/29 2018+*,ROCKSHOX,11.4018.010.236,710845806216,149.99,87.5
318823-01,RS DEB130 KT RVLN 27/29 2018+*,ROCKSHOX,11.4018.010.238,710845806230,134.99,75
318823-02,RS DEB140 KT RVLN 27/29 2018+*,ROCKSHOX,11.4018.010.239,710845806247,134.99,75
318823-03,RS DEB150 KT RVLN 27/29 2018+*,ROCKSHOX,11.4018.010.240,710845806254,134.99,75
318823-04,RS DEB160 KT RVLN 27/29 2018+*,ROCKSHOX,11.4018.010.241,710845806261,134.99,75
318880-01,RS DMPR - XC28 29 TK CRN 100MX,ROCKSHOX,11.4018.009.000,710845702556,69.99,37.5
318881-01,RS DMPR - XC30 26/29 TK CRN,ROCKSHOX,11.4018.009.034,710845738005,74.99,42.5
318881-03,RS DMPR - XC30 27 TK CRN 100MX,ROCKSHOX,11.4018.009.036,710845738029,74.99,42.5
318882-01,RS DMPR - 30GD 26/27/29 TK CRN,ROCKSHOX,11.4018.009.040,710845738067,99.99,52.5
318882-02,RS DMPR - 30GD 26/27/29 TK RMT,ROCKSHOX,11.4018.009.041,710845738074,104.99,57.5
318882-03,RS DMPR - 30GD 27/29 TK CR 120,ROCKSHOX,11.4018.009.042,710845738081,99.99,52.5
318882-05,RS DMPR - XC30 TK CL100 CRN B1,ROCKSHOX,11.4018.009.071,710845770012,79.99,43.75
318882-06,RS DMPR - XC30 TK CL100 RMT B1,ROCKSHOX,11.4018.009.072,710845770029,84.99,47.5
318883-01,RS DMPR - XC32 27 TK CRB 120MX,ROCKSHOX,11.4018.009.038,710845738043,79.99,43.75
318883-02,RS DMPR - XC32 27 TK RMT 120MX,ROCKSHOX,11.4018.009.039,710845738050,84.99,47.5
318884-01,RS DMPR - RCN-S 26/29 TK C 120,ROCKSHOX,11.4018.009.044,710845738104,99.99,52.5
318885-01,RS DMPR - SKTR 26/27/29 MC CRN,ROCKSHOX,11.4018.009.046,710845738128,169.99,90
318885-02,RS DMPR - SKTR 26/27/29 MC RMT,ROCKSHOX,11.4018.009.047,710845738135,179.99,95
318885-03,RS DMPR - SKTR 26/27/29 TK CRN,ROCKSHOX,11.4018.009.048,710845738142,139.99,75
318885-04,RS DMPR - SKTR 26/27/29 TK RMT,ROCKSHOX,11.4018.009.049,710845738159,149.99,80
318885-11,RS DMPR - SKTR S-RL BST RMT A2,ROCKSHOX,11.4018.009.090,710845796609,94.99,55
318885-12,RS DMPR - SKTR S-RL BST CRN A2,ROCKSHOX,11.4018.009.089,710845796616,89.99,50
318885-13,RS DMPR - JUDY G RL 120 REMT,ROCKSHOX,11.4018.009.095,710845805127,384.99,250
318887-01,RS DMPR CART TUBE RS1 29 A1,ROCKSHOX,11.4018.043.010,710845759826,44.99,27.5
318888-01,RS UPGRD PK-26 C2.1 RCT3 14-17,ROCKSHOX,00.4020.169.000,710845829321,349.99,225
318888-02,RS UPGRD PK-27 C2.1 RCT3 14-17,ROCKSHOX,00.4020.169.001,710845829338,349.99,225
318888-03,RS UPGRD PK-29 C2.1 RCT3 14-17,ROCKSHOX,00.4020.169.002,710845829345,349.99,225
318888-04,RS UPGRD PK27B C2.1 RCT3 17+,ROCKSHOX,00.4020.169.003,710845829352,349.99,225
318888-05,RS UPGRD PK29B C2.1 RCT3 14-17,ROCKSHOX,00.4020.169.004,710845829369,349.99,225
318888-06,RS UPGRD PIKE B1 C2.1 RC2 18+,ROCKSHOX,00.4020.169.005,710845829376,499.99,325
318888-11,RS UPGRD LYRK C2.1 RC2 2016+,ROCKSHOX,00.4020.170.000,710845829383,439.99,275
318888-12,RS UPGRD LYRK C2.1 RCT3 2016+,ROCKSHOX,00.4020.170.001,710845829390,349.99,225
318888-21,RS UPGRD BXXR C2.1 RC2 2019+,ROCKSHOX,00.4020.171.000,710845834905,499.99,325
318889-11,RS UPGRD BXR 27/29 DEB-200 C1,ROCKSHOX,00.4019.933.000,710845817007,57.99,35
318889-12,RS UPGRD BXR 27/29 DEB-180 C1,ROCKSHOX,00.4019.933.002,710845817021,57.99,35
318890-11,RS UPGRD PIKE/RVL DEB 160 B1,ROCKSHOX,00.4019.931.000,710845816789,57.99,35
318890-12,RS UPGRD PIKE/RVL DEB 150 B1,ROCKSHOX,00.4019.931.001,710845816796,57.99,35
318890-13,RS UPGRD PIKE/RVL DEB 140 B1,ROCKSHOX,00.4019.931.002,710845816802,57.99,35
318890-14,RS UPGRD PIKE/RVL DEB 130 B1,ROCKSHOX,00.4019.931.003,710845816819,57.99,35
318890-15,RS UPGRD PIKE/RVL DEB 120 B1,ROCKSHOX,00.4019.931.004,710845816826,57.99,35
318890-21,RS UPGRD PIKE DEB 16029 A1/A2,ROCKSHOX,00.4019.931.005,710845816833,57.99,35
318890-22,RS UPGRD PIKE DEB 15029 A1/A2,ROCKSHOX,00.4019.931.006,710845816857,57.99,35
318890-23,RS UPGRD PIKE DEB 14029 16027,ROCKSHOX,00.4019.931.007,710845816864,57.99,35
318890-24,RS UPGRD PIKE DEB 13029 15027,ROCKSHOX,00.4019.931.008,710845816871,57.99,35
318890-25,RS UPGRD PIKE DEB 13027 14026,ROCKSHOX,00.4019.931.010,710845816895,57.99,35
318891-01,RS DMPR - BXXR CHARGER '15 NEW,ROCKSHOX,00.4018.783.000,710845748417,484.99,317.5
318891-03,RS UPGRD KT CHRGR-2 LYRK CRN *,ROCKSHOX,00.4018.783.019,710845802751,349.99,225
318891-04,RS DMPR - LRK-BST CRG RCT3 B1*,ROCKSHOX,11.4018.009.078,710845777158,424.99,267.5
318891-05,RS DMPR - LYRK RC CRWN B1    *,ROCKSHOX,11.4018.009.077,710845777141,424.99,267.5
318891-10,RS UPGRD LYRK/YARI DEB-170 B1,ROCKSHOX,00.4019.932.001,710845816949,57.99,35
318891-11,RS UPGRD LYRK/YARI DEB-180 B1,ROCKSHOX,00.4019.932.000,710845816932,57.99,35
318891-12,RS UPGRD LYRK/YARI DEB-160 B1,ROCKSHOX,00.4019.932.002,710845816956,57.99,35
318891-13,RS UPGRD LYRK/YARI DEB-150 B1,ROCKSHOX,00.4019.932.003,710845816963,57.99,35
318891-14,RS UPGRD YARI DEB-130 B1,ROCKSHOX,00.4019.932.005,710845816987,57.99,35
318892-01,RS DMPR - PIKE DJ CHARGR 100MM,ROCKSHOX,11.4018.009.067,710845754982,349.99,225
318892-02,RS DMPR - PIKE DJ CHARGR 140MM,ROCKSHOX,11.4018.009.068,710845754999,349.99,225
318892-03,RS UPGRD KT CHARGR SID-RLC CRN,ROCKSHOX,00.4018.783.003,710845785689,349.99,225
318892-04,RS UPGRD KT CHARGR SID-RLC RMT,ROCKSHOX,00.4018.783.011,710845801655,424.99,267.5
318896-01,RS CMP DMPR - SIDB/REBA-RLT CR,ROCKSHOX,11.4015.544.050,710845679865,134.99,72.5
318896-05,RS CMP DMPR - SIDB A1-A2 CRWN,ROCKSHOX,11.4015.544.070,710845679889,199.99,107.5
318896-06,RS CMP DMPR - SID XX A1-A3 RMT,ROCKSHOX,11.4015.544.080,710845679896,139.99,77.5
318896-07,RS CMP DMPR - SIDB/RB-RL MC-R,ROCKSHOX,11.4015.544.230,710845702839,124.99,67.5
318896-08,RS CMP DMPR - SIDB/REBA-RL RMT,ROCKSHOX,11.4015.544.020,710845679834,124.99,67.5
318896-09,RS CMP DMPR - SID-RCT3 MC-CRN,ROCKSHOX,11.4015.544.270,710845738593,199.99,107.5
318897-01,RS CMP DMPR - RVL RLT A1-A3 CR,ROCKSHOX,11.4015.544.110,710845679919,104.99,57.5
318897-02,RS CMP DMPR - RVL RLT A1-A3 RM,ROCKSHOX,11.4015.544.120,710845679926,114.99,62.5
318897-03,RS CMP DMPR - RVL RCT3 A1-A2 C,ROCKSHOX,11.4015.544.130,710845679933,224.99,125
318901-15,RS CMP DMPR - ARGYL MOCO (STL),ROCKSHOX,11.4015.017.000,710845310638,89.99,50
318901-43,RS CMP DMPR - ARGYL MOCO(ALM)*,ROCKSHOX,11.4015.507.010,710845652943,89.99,50
318901-44,RS CMP DMPR - BOXXER MICO DH *,ROCKSHOX,11.4015.471.010,710845649998,274.99,150
318901-45,RS CMP DMPR - RCN SLV MC-T RMT,ROCKSHOX,11.4018.020.000,710845718649,84.99,47.5
318901-47,RS CMP DMPR - RVL RCT3 MC CRN,ROCKSHOX,11.4015.544.290,710845738616,224.99,125
318901-48,RS CMP DMPR - RVL RL A1-A3 CRW,ROCKSHOX,11.4015.544.090,710845681769,89.99,50
318901-50,RS CMP DMPR - BLUTO RL A1 CRWN,ROCKSHOX,11.4015.544.330,710845752773,104.99,57.5
318901-51,RS CMP DMPR - BLUTO RL A1 RMT*,ROCKSHOX,11.4015.544.340,710845752780,114.99,62.5
318901-54,RS CMP DMPR - RS1 RMT ACCELRTR,ROCKSHOX,11.4015.544.350,710845752797,149.99,87.5
318901-56,RS COMP DMPR - YARI MC CRWN,ROCKSHOX,11.4015.544.380,710845776762,124.99,67.5
318901-57,RS DMPR - YARI BST MC CRWN,ROCKSHOX,11.4018.009.079,710845777165,174.99,92.5
318901-60,RS MOCO DMP RVLN REMOTE 2018+,ROCKSHOX,11.4015.544.431,710845806360,104.99,57.5
318901-61,RS MOCO DMP RVLN CROWN 2018+,ROCKSHOX,11.4015.544.432,710845806377,94.99,52.5
318902-03,RS DMPR - XC28 26 TK CBN 120MX,ROCKSHOX,11.4018.009.002,710845702570,64.99,37.5
318902-09,RS CMP DMPR - SIDB/REBA-RL CRN,ROCKSHOX,11.4015.544.010,710845679827,124.99,67.5
318905-15,RS REB DMPR - LYRIK MICO DH,ROCKSHOX,11.4015.416.020,710845624155,137.99,75
318905-22,RS REB DMPR - REB/RVL/RCN/PIKE,ROCKSHOX,11.4015.353.000,710845616846,14.99,7.5
318905-24,RS SL HEAD ASSY - SIDA/REBA 15,ROCKSHOX,11.4015.353.010,710845616853,14.99,7.5
318906-02,RS REB DMPR - BOXXER RC 10-14,ROCKSHOX,11.4015.371.000,710845620423,114.99,62.5
318906-07,RS REB DMPR - RCN GOLD 80-120*,ROCKSHOX,11.4015.443.010,710845625985,49.99,25
318906-13,RS SEALHEAD ASSY - DOMAIN DC *,ROCKSHOX,11.4015.512.010,710845658556,29.99,15
318906-15,RS REB DMPR 30GD 26/29 TK A1 *,ROCKSHOX,11.4018.025.010,710845740138,44.99,22.5
318907-01,RS FORK SHAFT BOLT KIT,ROCKSHOX,11.4310.465.000,710845307324,32.99,16.25
318907-02,RS SHAFT BLT KT - BOXXER 10-14,ROCKSHOX,11.4015.391.000,710845620348,17.99,8.75
318907-05,RS SHAFT BLT KT - PIKE A1,ROCKSHOX,11.4015.403.040,710845739569,17.99,8.75
318907-06,RS SFT FASTNER KT - BLUTO A1,ROCKSHOX,11.4015.403.050,710845752377,17.99,8.75
318907-07,RS SFT FASTNER KT - BOXXR 2015,ROCKSHOX,11.4015.403.070,710845752391,22.99,11.25
318913-03,RS CMP DMPR - RVL RL A1-A3 RMT,ROCKSHOX,11.4015.544.100,710845679902,104.99,57.5
318917-01,RS SEALHD ASSY - PIKE A1 DPA *,ROCKSHOX,11.4015.505.020,710845740008,32.99,16.25
318917-02,RS SEALHEAD ASSY - PIKE A1 SA,ROCKSHOX,11.4018.037.000,710845741975,32.99,16.25
318917-03,RS SEALHEAD ASSY - PIKE 35 A1,ROCKSHOX,11.4015.353.030,710845739972,22.99,11.25
318918-01,RS SEAL HD ASSY - 35MM BXXR B1,ROCKSHOX,11.4015.353.060,710845752469,22.99,11.25
318919-01,RS CMP DMPR - BXR-RC MOCO IS,ROCKSHOX,11.4015.368.000,710845620393,114.99,62.5
318921-01,RS REB DMPR - RVL 26/27/29 13*,ROCKSHOX,11.4015.545.030,710845680021,119.99,65
318921-02,RS REB DMPR - RVL 26/27/29 A3,ROCKSHOX,11.4018.025.003,710845735875,119.99,65
318922-03,RS REB DMPR - REBA 27-29 A3A1,ROCKSHOX,11.4018.025.000,710845735844,149.99,80
318922-05,RS REB DMPR- REBA 27/29,ROCKSHOX,11.4018.025.011,710845752582,149.99,75
318923-01,RS REB DMPR - SIDB 120 26 A3 *,ROCKSHOX,11.4015.549.010,710845680588,119.99,65
318923-04,RS REB DMPR - SID 27/29 A3,ROCKSHOX,11.4018.025.002,710845735868,149.99,80
318926-01,RS PIKE SA SFT 26/160 27/150 *,ROCKSHOX,11.4018.026.000,710845735943,52.99,26.25
318926-02,RS PIKE SA SFT 27/140 29/120 *,ROCKSHOX,11.4018.026.003,710845735974,52.99,26.25
318926-03,RS PIKE SA SFT 26/140 27/130 *,ROCKSHOX,11.4018.026.010,710845748431,52.99,26.25
318926-04,RS PIKE SAIR SFT 26/100 A1,ROCKSHOX,11.4018.026.018,710845754845,52.99,26.25
318926-05,RS PIKE SA SFT 26/130 27/120 *,ROCKSHOX,11.4018.026.011,710845748448,52.99,26.25
318926-06,RS PIKE SAIR SHAFT 27/160 *,ROCKSHOX,11.4018.026.001,710845735950,52.99,26.25
318926-07,RS PIKE SAIR SHAFT 29/150 *,ROCKSHOX,11.4018.026.004,710845735981,52.99,26.25
318926-08,RS PIKE SAIR SHAFT 29/160 *,ROCKSHOX,11.4018.026.002,710845735967,52.99,26.25
318926-10,RS PIKE B1 SA SHFT 29-27 130 *,ROCKSHOX,11.4018.026.031,710845809521,52.99,26.25
318926-11,RS PIKE B1 SA SHFT 29-27 140 *,ROCKSHOX,11.4018.026.032,710845809538,52.99,26.25
318926-12,RS PIKE B1 SA SHFT 29-27 150 *,ROCKSHOX,11.4018.026.033,710845809545,52.99,26.25
318926-13,RS PIKE B1 SA SHFT 29-27 160 *,ROCKSHOX,11.4018.026.034,710845809552,52.99,26.25
318927-01,RS PIKE DPA SHAFT 26/150,ROCKSHOX,11.4018.026.008,710845736025,52.99,26.25
318927-02,RS PIKE DPA SHFT 26/160 27/150,ROCKSHOX,11.4018.026.005,710845735998,52.99,26.25
318927-03,RS PIKE DPA SHAFT 27/160,ROCKSHOX,11.4018.026.006,710845736001,52.99,26.25
318927-04,RS PIKE DPA SHAFT 29/150,ROCKSHOX,11.4018.026.009,710845736032,52.99,26.25
318927-05,RS PIKE DPA SHAFT 29/160,ROCKSHOX,11.4018.026.007,710845736018,52.99,26.25
318928-01,RS BLUTO SAIR SHAFT 26/80MM  *,ROCKSHOX,11.4018.026.013,710845752636,52.99,26.25
318928-02,RS BLUTO SAIR SHAFT 26/100MM,ROCKSHOX,11.4018.026.015,710845752650,52.99,26.25
318928-03,RS BLUTO SAIR SHAFT 26/120MM,ROCKSHOX,11.4018.026.017,710845752674,52.99,26.25
318929-01,RS RS1/SIDB SAIR SFT 29/26 100,ROCKSHOX,11.4018.021.007,710845724305,37.99,20
318929-02,RS RS1/SIDB SAIR SFT 29/26 120,ROCKSHOX,11.4018.021.005,710845724282,37.99,20
318929-03,RS SIDB/REB SAIR SFT 27/29 100,ROCKSHOX,11.4018.021.002,710845724251,37.99,20
318929-04,RS SIDB/REB SAIR SFT 27/29 120,ROCKSHOX,11.4018.021.000,710845724237,37.99,20
318930-01,RS REVL SAIR SFT 26/27/29 130,ROCKSHOX,11.4018.022.002,710845724190,37.99,20
318930-02,RS REVL SAIR SFT 26/27/29 140,ROCKSHOX,11.4018.022.001,710845724183,37.99,20
318930-03,RS REVL SAIR SFT 26/27/29 150,ROCKSHOX,11.4018.022.000,710845724176,37.99,20
318930-04,RS REVL SAIR SFT 26/27/29 120,ROCKSHOX,11.4018.022.003,710845724206,37.99,20
318931-01,RS DMPR UP KT SID100 CHRGR CRW,ROCKSHOX,00.4018.783.009,710845791055,424.99,262.5
